,class,tweet
17328,1,strang pussi love speak tongu
17329,1,strang sorri came pussi like wreck ball
17330,1,god nigga trust trust gun cuz bitch jam fuck trust nigga bitch got dick 
17331,0,easi think find astronaut monkey outfit last minut
17332,1,sqquad fat bitch want skinni bitch cook nothin    hoe hungri   
17333,1,berri oh would stood fall back hoe
17334,1,base bruh fuck shit tast bud bitch
17335,1,stop flatter bitch fan ceil
17336,1,hound yall still get face beat igggggi still take pic face full pussi nut dawg yoi slut
17337,1,dumb bitch gohawk
17338,1, bitch corni  sooooooo corni
17339,1,probz  scroog oomf pregnant dat dog hood dat chase erbodi     real funni bitch
17340,1,hermion twerk chamber secret bad bitch twerkteam
17341,1,say  potato  pimp say  put ho 
17342,0, pick presid uncl tom associ would pick larri elder
17343,1,hoe loyal
17344,0,final finish work go chug bottl wine catch guy challeng accept
17345,1,wessern hoe live jus hit club everi weekend  
17346,1,bitch say nah everyth cute  nah chillin wit bro suck dick nah    track showin 
17347,1,said hurt feel date dyke
17348,1,orat nigga claim love pussi much champion sexual liber stigma remov 
17349,1,orat slander exist make cum everi bad thing say regist cuz got pussi
17350,0,lemur love eat browni love eat browni
17351,1,wake da bitch get
17352,1,man like hella thing     gotta take hat nig
17353,1,nigga realli love hoe nigga qualiti huh roll blunt better wifey 
17354,0,oreo
17355,1,happi birthday littl cotton picker
17356,1,fall wit yo nigga hoe
17357,1,frasesdeunamadremexicana bitch son lol
17358,1,somethin good im alway gon wetback coo 
17359,1,nigga know differ want believ bitch actual ugli
17360,1, swear god whitney regina georg  wow im bitch 
17361,0,germani like next goal header next goal dive header let play monkey 
17362,1,got drug hug bitch
17363,1,short bitch run sh
17364,1,lowkey appl made io like nigga get caught buy bitch iphon  make
17365,1,rub booti anoth man peni sure fella cool girl danc nig 
17366,0,lmfao  alco ho 
17367,1,reec nice humbl still let bitch know hunnnney      
17368,1,person get big booti hoe
17369,1,person cunt
17370,1,hear babi cri restaur liter feel pussi slam door close throw gone fish 
17371,1,gave nigga head lay next bf     hoe low
17372,1,trust man fear bitch wiseword
17373,1,boy scripp spell bee spell knaidel use sentenc never get pussi know 
17374,1,chello ian worri bout bitch worri bout  
17375,1,go ahead mock one day sell enough make drive pink mari kay cadillac see gay 
17376,1,hoe still excit still grow lil mf
17377,1, want buy anyth talk bottom bitch bottom bitch talk  know 
17378,1,keebler elv gone make weed browni legal da tree trunk da trap go crazi bro shi 
17379,1,tweet boobi trap caught  hoe
17380,1,girl embrras pussi fart embrac shit make cheek clap finna beatbox
17381,1,brent steal nigga bitch steal nigga tweet
17382,1,meow bitch
17383,1,one fb idiot bitch weather hunt kill kind everyon enti 
17384,0,saw man yellow hat grand canyon today hang next curious gorg
17385,0,monkey back keep smear poop hair
17386,1,ultim bitch 
17387,1,get job usp custom servic number sinc requir total cunt
17388,0,idk peopl job stay home day watch tv bore day idk ho 
17389,1,nerd trash like set thing fire sometim
17390,0,sash ring trash sing mash fling flash string ring hash sling slasher
17391,0, greatest job world got chanc shortstop new york yanke  derek jeter
17392,0,wild one bronx yanke score run bottom  take lead red sox half inning took thirti 
17393,0,break japanes ace masahiro tanaka sign yanke seven year  million via fox sport
17394,0,break louisvill coach charli strong expect accept texa job accord espn media report 
17395,0,derek jeter get done hardi commit error slow grounder run score yanke take lead  innin 
17396,0,derek jeter leav basebal one greatest yanke ever via
17397,0,derek jeter final game yanke stadium  ever play yanke elimin playoff
17398,0,look brown sole possess  place afc north cleveland brown
17399,0,last time captain take field yanke stadium
17400,0,jadeveon clowney top latest mock draft everi   year guy 
17401,0,peyton man remark season   pass yds nfl record   pass td nfl record   complet  like ho 
17402,0,storybook end new york derek jeter walk winner yanke stadium
17403,0,yanke surviv  inning scare beat ranger    gardner hr rbi  teixeira hr rbi htt 
17404,0,yank sign brian mccann jacobi ellsburi rumor still want robinson cano babe ruth miguel cabr 
17405,1,hoe ugli bitch date pleas take seat
17406,1,write christin laporta mosen ferguson repres chappellenad refer white cracker kkk ht 
17407,1,look bitch hold
17408,1,anxieti bitch
17409,1,love bad bitch fuck problem
17410,0, everybodi still facebook ghetto pregnant idc  accur
17411,1,kashhh mann fuckk dat shit fuckk dat bitch  
17412,1,kashhh bitch waaaaaa
17413,1,kashhh tf bitch lol
17414,1,like honest embarrass around someon look trash
17415,1,green bitch wanna roger american dad bad
17416,1,captain kirk hoe
17417,1,watch social media hate blood tri wish bad derrick back bitch stop hate stronger qui 
17418,1,hate peopl ask  tryna look good  bitch bye
17419,1,peac bitch
17420,1,get bitch take care mos overr album releas last year
17421,1,come somebodi pleas get  will eat pussi need
17422,0,sign checkpoint charli well known cross point east west berlin germani 
17423,1,hoe loyal
17424,1,pussi wanna use royal ice gingerbread hous fuck ima use homemad cream chees frost
17425,1,trust bitch let microwav hit care life probabl jump lava part 
17426,1,element number  bromin come number  ho holmium therefor bros hoe
17427,1,bio say god judg hoe
17428,1,nicer easier hurt bitch
17429,1,kill make bitch
17430,1,wtf lolzzz laugh sleep bitch
17431,1,choke cactus bitch
17432,1,forev mean bitch lol month
17433,1,smoke weed unattract haha tri get high bitch tri turn
17434,1,stop talk ghetto white
17435,1,hoe favorit line judg know yeah lot dick
17436,1,fuck bitch
17437,1,anytim girl ask help tell bitch ask chan tatum sinc mcm
17438,1,trust bitch let microwav hit care life probabl jump lava part 
17439,1,stop car walk across street better see hustl knee chest bitch knee 
17440,1,bitch ass chick flick ever sad movi
17441,0,rise planet ape
17442,1,bitch know want
17443,1,white girl black boyfriend call shawti bitch special
17444,1,futur bae best drink fiji water pussi tast like retweet cinammon appl
17445,1,ur faggot chang name bday get bday tweet aint fb nigga fuck yo birthday
17446,1,public side hoe
17447,0,ratata sav nice love twat
17448,1,ratata warn shot pussi gonna gun steal pink boot
17449,1,nobodycar        bird fuck 
17450,1,knock knock georg georg georg zimmerman oh georg zimmerman welcom cell block bitch
17451,1,dtf im popular  yo bitch know nigga hatin  well least know
17452,0, moma said pussi cat insid dog hous  got bro nem lock insid dog pound
17453,1,wanna drunk stage go ham bitch
17454,1,xpress know dab mean fuck bitch
17455,1,blu exampl even say cooler bein cool ice cold without somebodi relat phi bitch 
17456,1,give convers think give em pussi       ahhhhh tri
17457,1,yall say date lil girl like matur hoe rampag outsid
17458,1,mani groupi hoe condo group home
17459,1,know anoth chick never shoot file one heartless cunt
17460,1,pussi scream tl
17461,1,bitch eyebrow fleek   loyalti weak  edg incomplet  pussi reek    
17462,0,see crazi teabagg given defund obamacar move use veteran 
17463,1,basic bitch
17464,1,come like total bitch like liter anyth
17465,1,come henderson kilgor longview dont even matter dumb ass hoe gone fuck around get soul taken fro 
17466,1,know fuck bitch right lol
17467,1,stole grandpa wardrob bitch
17468,1,john son volnat bitch
17469,1,rememb tri fake rape bitch way strong smfh felt like bitch
17470,1, sucka hoe sucka hoe im succsess
17471,1,gawd nigga get hug got hoe
17472,1,respect bitch gonna top regardless 
17473,1,rip bitch 
17474,0,break yanke acquir lebron jame team deal per sourc
17475,0,captcha pictur get fuzzi go need bot deciph
17476,0,cute shi bunni
17477,0,pfeif serious steal halloween oreo 
17478,1,im speak ho nigga hoe niggaz probabl dig natur style hair period
17479,0,editori board endors charli crist governor better floridian
17480,0,wait sweep cardin tonight matter bad cub gonna beat bird 
17481,1,week ago yall hoe suck dick yall pros huj
17482,1,goodz seeeeee man nigga lose bitch bitch even worth
17483,1,lmfao bitch give head back classroom better go tf ahead
17484,1,thought enough hair ponytail bitch
17485,0,shock true stori behind favorit classic fairi tale via
17486,1,scienc bitch thewalkingdead
17487,1,william ebola type soup naw nigga countri bitch ebolian
17488,1,fuck chink clash clan alway fuck bitch ass kamikaz faggot
17489,1,back day drake aubrey jimmi made song bitch girlfriend said gonna rapp 
17490,0,doit liketr roeee cant nobodi yall pep ralli jigg
17491,1,cri gone wife bitch let nigga lick head public
17492,1,twerk ghetto white peopl hip hop cultur violent danger want profit ht 
17493,1,pirlo one cunt better everyth beat tabl tenni shag wife better win 
17494,1,looki folk chocol thick natur hair femal nude trash
17495,0,listen band   ptv sws atl bvb adtr bmth ymas fob aa blink  tdg ss fir mcr follow everyon 
17496,1,aye fam think line saw bad bitch mrs bridget class
17497,1,ayo take pic fam hell yea hoe gone like one
17498,1,erb   black girl school ghetto af  
17499,1,bitch  peep everyth  still get cheat someth ad
17500,1,know hoe believ astrolog ima make sign
17501,0,peep trash marsh mellow general trash
17502,1,pussi pussi ass that mani yall babi momma hideous hide twitterspher
17503,0,boy break new girlfriend coupl day later someth know abo 
17504,1,woman reveng man hoe
17505,1,spray clorox seat bitch use much trust femal sinc sam rothstein met ginger
17506,1,look bitch better shut argu niggaz street social network
17507,1,ya bitch ex nigga think lame might lame lame nigga old bitch
17508,1,certain niggaz even get bitch attent hey
17509,1,niggaz like nake bitch ig pic niggaz dont love em
17510,1,shout bitch design shit still look better yall bitch everyth desi 
17511,1,bitch self esteem built like principl built instagram meme
17512,1,bitch set moment stop fuck mad
17513,1,bitch got learn differ like love
17514,1,bitch send inviat wolv get mad ya door
17515,1,dumb bitch still think pretti everyth keri look better beyonc  keri probabl know guess 
17516,0,italian share food mangia cake friend love food italianproblem
17517,1,hoe got nothin ya 
17518,0,darn trash man beat good stuff
17519,1,happi bung hole negat desper guy spew  good exampl 
17520,1,bitch may best friend cover stun loveit ate     
17521,0,friday  vivek balk bengali harlem lost histori south asian america  
17522,1,go movi weekend bffl bitch nigga solo
17523,1,bitch xo bitch forget friend keep friend getlostfakebitch 
17524,1,wanna spread leg kiss lick way pussi feel everi bit wet tong 
17525,1,social network got bitch head like 
17526,1,northsid wildbil  come check   left hoe  alon   
17527,1,cock pussi like tweet peni vagina like dms 
17528,1,sicko bitch ear get burnt
17529,0,           lockeroom watch bird poop car got wash
17530,1,everi femal think everi nigga come across love bitch could leav smoke blunt forget 
17531,1,soplay ctfu    sqquad  soplay raygin bitch get dem feel get new dick                 
17532,1,nigga said bitch told sent nigga ta jail man thought legal ta beat yo hoe yo hoe lmao 
17533,1,yo bitch pussi like
17534,1,mauri bitch stop lien
17535,1,main bitch friend see parti
17536,1,boobiejohnson could catch round half pussi
17537,1,realigion let bitch tri tri ima swing whole mf famili  
17538,1,basic shit bitch
17539,1,elmaraud clock hit  clock imma need baddest lightest brightest hoe door give 
17540,1,madison hoe ass nigga never chang
17541,0, jaheim donel jone lyfe jen ginuwin charli wilson dru hill next jodeci tyres etc bring type 
17542,1,rich dollaz alway trynna snatch bitch like bitch 
17543,1,stress backward dessert bitch eat junk food depress
17544,1,show call side bitch seen love yet
17545,1,nigger makin dinner
17546,1,hate bitch get man start tweet shit like lol let stop tweet like kill   
17547,1,hoe
17548,1,heard wit bitch everybodyyyyi fuckingggggg
17549,1,look bitch way stalk twitter
17550,1,hoe bday septemb
17551,1,utw bitch lot shit go        
17552,1,rhode   rhode uhhh judg  happen whitepow hang nigger  wo 
17553,1,bitch gonna think marri better everi femal smh
17554,1,advice gonna fuck girl dont pull hair nigga paid  bitch weav
17555,0,want hear truth look hear make feel warm fuzzi insid choos truth 
17556,1,kmm get fuck trash head
17557,0,peopl would vote charli crist michell nunn founder put right vote constitut 
17558,1,real nigga gone teach bitch game run   
17559,1,tuh plan go parti gone twitter da next day see dat hoe 
17560,1,get girlfriend hoe tho lmaoo
17561,1,share care back tf bitch
17562,1,moment pussi good gotta slow stroke
17563,1, say dat shit bad bitch hate broke niggaz knew alreadi
17564,1,sweettay bitch blew high     
17565,1,get fuck bitch nigga love hoe get dough
17566,1,femal nowaday like anyth freaki nigga gossip like bitch
17567,1,real bitch side hold bless  real
17568,1,tre  earli bird get dick     
17569,1,boob boob boob boob lotta boob man make baddest bitch send nude  
17570,1,taurus first congratul year hoe smarter last year hoe know
17571,0,never discuss chees rat talk bread bird make move snake  
17572,1,hoe call hoe hoe
17573,1,noth wrong wit stay work plant littl mind bitch need fuckin stop judgmen 
17574,1, get bitch hous
17575,1, thank ignor faggot lock outsid 
17576,1,yall ladi ever tank top someth like one nip chill outsid shirt 
17577,1,girl tweet might ghetto bring food outsid movi might stupid pay  
17578,1,suppos man  bitch
17579,1,offic drunk drive swerv hoe
17580,0,yanke make playoff proper honor jeter oriol win
17581,1,nigga hoe
17582,1,fag
17583,0,gun control talk gunrun eric holder board planet ape
17584,1,opinion irrelev cunt
17585,1,guy send pic pussi girl ok send pic pussi guy holi shit dafuq want see cat
17586,1,side hoe alway win
17587,1,affili type bitch tell way know got shower
17588,1,bitch tweet everyth see relav    realli sad 
17589,1,tweet ever offend im sorri happen lie fuck pussi
17590,1,turn new leaf drama cod still faggot justbigeth
17591,1,iphon bitch
17592,1,go fish bitch
17593,1,faggot complain stretch mark nigga shit tast like swirl cinnamon toast crunch
17594,1,fav pic mean dm hoe
17595,1,popz love hide bitch keep shorti
17596,1,win lose long get aint bitch
17597,1,hey act like saint twitter think fuck weird prude bitch
17598,1,elijah real niggah  
17599,1,elijah use  nigga  em got murk  em turn pussi  put work
17600,1,smell like weed bitch smell like sober
17601,1,ladi nigga alway wanna go parti everi weekend basic side hoe shop
17602,1,casti milf sexi ass mom   bitch babi
17603,1,casti regret pussi shit happen deal
17604,1,light skin bitch cheat man dark skin bitch squirt bike chain oil latina cut dick white gir 
17605,0,carrot cake trash sweet
17606,1,neveraskablackperson hair hit bitch bought mine
17607,1,black hoe prom look like
17608,1,vont tweet like bitch final
17609,1,lmao fag
17610,1,lrt exact announc could piec pussi coupl hour irrelev noth cute 
17611,1, lol bitch put lotion butt orajel mouth paint toe 
17612,1,otw dc hope see best bitch would make day
17613,1,still greatest tweet ever bitch run emot logic bitch say number
17614,1,fuck bitch said
17615,1,via eat ice kevinsmith eat anyth tonight woman piti pussi make better
17616,1,tri pass nigguh
17617,1,rememb relationship friend  let hoe
17618,1,lol someon fuck yo bitch
17619,1,bitch today
17620,1,nwts bitch got troubl love take drunk ass sleept
17621,0,rise planet ape doin music
17622,1, bitch twitter  follow drive
17623,1,hate shit like bitch make decent meal take hell thirst trap
17624,0,oreo donut
17625,1,bitch pretti stupid
17626,1, ib irrit bitch syndrom 
17627,1,automat suspici white folk tri hard show like us darki
17628,1,yell come bitch lift weight motiv thank guy alway back
17629,1,shoulda learn bake cuz bitch love cake
17630,0,meanwhil canada monkey winter coat escap ikea via
17631,1,bitch
17632,1,mani faith girl singl mani hoe taken 
17633,0,wiz khalifa song black yellow beauti song bruis banana
17634,1,peopl download time hop remind faggot year ago
17635,1,yea get bitch grandma
17636,1,girl realli made hoe kool twitter
17637,1,hate type someth detail somebodi respond huh bitch finna type thing twice dumb bitch
17638,1,ugli hoe loudest need duck hide frfr
17639,1,hoe wearin flower around head hope bee sting ass
17640,1,crazi bitch fml
17641,1,porn hoe moan everyth    nigga unbutton shirt moan like stfu
17642,0,see get guy love adventur need speed charli brown
17643,1,look faggot
17644,1,realli nice get know bitch get use
17645,1,time hoe
17646,0,make paper ball trash
17647,1,kill bitch dick
17648,0,gonna trash spirit airlin travel time even let fli plane time mi 
17649,1,hate see peopl bitch live even tri taco bell breakfast man har 
17650,1,kicker colleg footbal trash like even make  yard field goal got one fuck job
17651,1,bitch tweet relationship goal man job real desir stop hoe parti everi weekend jus iph 
17652,1,overus hoe excus lyric friend parti parti men vice versa yo 
17653,1,stay safe rememb girl ur period go parti  bitch jus stay home gross shit
17654,1,tweet ur boyfriend get xbox live nigga gotta  kill streak rn bitch shut
17655,0,would let ur girl even go parti without that retard lol must want get cheat
17656,1,new year resolut smoke weed make money fuck bitch
17657,1,mari backstab bitch lie deceiv
17658,0,bro made ugli chick festiv drunk known larri bird hit three 
17659,1,girlfriend cheat dump date mom bitch step daughter texa tec 
17660,0,almost  children balochistan never school follow  sindh  kp  punjab 
17661,0,twitter bird logo  join  egg home button birdhous
17662,1,johnni manziel  bye week stat line bud light platinum  shot patron side bitch fuck given
17663,0,red hot chili pepper longest nip slip super bowl half time show histori
17664,1,rutger termin mike rice contract repeat call cunt hurl ball final kill
17665,1,vonricht bro fuck leav lol great time forgot bros back ho 
17666,1,  know bitch laugh even funni nigga 
17667,0,deep fri oreo
17668,1,someon tell stop bitch
17669,0,crazi bird
17670,1,victoria  real secret five nippl sideway vagina
17671,1,cheat hoe get old everyon want reach point matur enough stay faith 
17672,1,ever asham unless hoe asham bitch
17673,1,bitch eyebrow hair  makeup talkin bout  eyebrow fleek  smh sit lick thumb hoe
17674,1,drop hoe girl say dont want relationship
17675,1,bad bitch look good find good woman tell slippin push 
17676,1,side nigga get pussi main nigga get argument
17677,1,beef bitch
17678,1,make today yo bitch
17679,1,serv size latin  littl bitch
17680,1,vertybstard  bitch got yard
17681,1,tast mothafuck mmmhmmm bitch
17682,1,emandm shitti fuzzi hat made sure get laid lmfao
17683,0,liter put whole trash bag lmfao
17684,1,day peopl find littlest dumbest thing bitch pathet
17685,1,price wrong bitch
17686,0,answer phone cowork dead bird outsid wanna split cw sorri finder keeper ri 
17687,1,dude seem flighti probabl nip bud
17688,1,like fuccck man yall bitch wear wig school
17689,1,kill bitch think bc got low bodi count hoe
17690,1,real nigga rule drop blunt gotta pass bitch even get hit
17691,1,girl text back tweet text bitch bc want text nigga 
17692,1,luu aye everyon buy bombass browni tomorrow wigga contain marijuana 
17693,0,list mythic creatur jackelop phoenix griffin fairi unicorn pegasus woman know want 
17694,1,know ya friend tellin leav good fuck hate ass hoe babe
17695,1,idc phone got lol silli nigger
17696,1,look good highschool wack know pussi thru shit
17697,1,lmaooooooo fuckin bitch doo doo butt foreplay fuck
17698,1,daughter hate freddi krueger mask got crib wheneva act put bitch nite
17699,1,pete carrol prolli got hoe line player game bruh
17700,1,sooner later ya pussi gon tell truth let hope caus ima kill
17701,1,warm pussi
17702,1,rocket blow remind time colleg blew tranni defens drunk tim 
17703,0,funni peopl take fantasi sport leagu serious celebr play mock 
17704,1,joke offend sorri happen lie pussi
17705,1,obvious morello oitnb caus crazi jealous bitch
17706,0,crow aberdeen photobomb pic steve black via
17707,1,messi like back bitch   lmao   
17708,1,karat bitch
17709,1,say slut favorit shade lipstick pussi
17710,1,mani hoe                                        
17711,1,care bitch hoe damn self  
17712,1,finna hit bitch hand salt
17713,1,bae come tryna catch pokemon bae horni tho bitch fuck mewtwo
17714,1,hot pocket gt hoe
17715,1,karma bitch
17716,1,wish bitch would     
17717,1,nigga cheat loyal beauti women fuck trash
17718,0,rememb game win jack right last summer yanke stadium start 
17719,1,die take casket club bitch twerk put fun back funer
17720,1,salmon snail hoe parent left gonna gone  min snail ok snail hoe im horni af snail
17721,0,shi glizzi decent af
17722,1,galact  galact gummi worm bitch beast
17723,0,lemon get call uncl tom like
17724,1,nigga messag like      twitter like fuck bitch    come nigga one gone drake 
17725,1,pull bitch elementari school parent afford  count color box sharpen back 
17726,1,fuck guarante pussi tri get pussi end pussi
17727,0,nerf hell bird longer attack long rang lower damag  follow forev
17728,1,believ bitch find remot appeal
17729,0,charli sheen idol
17730,1,alway wear black caus  readi funer bitch
17731,1,go wrong start talk went wrong trust bitch ass
17732,1,public place ya side hoe come outta 
17733,1,fella would shit bitch ask like biggi skit take dick go home
17734,1,work pussi code real man
17735,1,lot hoe pretti nigga enlarg avi
17736,1,care much pussi get still got jack dick
17737,1,wonder mani hoe got homegrown sex tape onlin
17738,1,got everi hoe see weak nigga
17739,0,miami houston mani trash driver
17740,1,twitter hoe differ bitch want text dm day hoe tri fuck someth
17741,1,start like hoe realli like give pussi consist basi
17742,1,son lmao  gonna cri everi time bitch
17743,0,twitch play call duti enter trash talk chat auto aim rest
17744,1,april fool fuck hoe  withdac  nigga waka hate man 
17745,1,helenkel baddest blind bitch
17746,1,paradox faggot club good lookin bitch gold teeth tho confus 
17747,1,race draft obama playin hoe
17748,1,searci happi cunt bag 
17749,1,girl know got hoe
17750,0,soulja boy trash gonna act like never crank superman
17751,1,oh hit boo boo bitch got hit jaw
17752,1,oh miss bitch bitxh got sock face
17753,1,listen  abrupt bitch cheat bitch soooooo hurt bitch cheat back 
17754,1,mrwest bitch work gone make slap head fuckin neck
17755,1,yo bag gucci still ugli hoe shut
17756,1,post pictur chrus like morn littl nigga favorit hoe
17757,1, aint bout murder game pussi nigga shut   gang     
17758,1,  dinner date yo man bitch pow
17759,1,pussi whip
17760,1,got hoe everi one see man god sex often 
17761,0,took  pictur ate browni made new homi
17762,1, yall bitch needa start deliv
17763,1,hoe love justifi hoe action easili know hoe
17764,1,sarcasm tweet realli shoe fit lace bitch wear
17765,1,bitch 
17766,0,obersturmfuhr matthia wife superb financi brian carri label presenc see ho 
17767,1,bruh friend fuck ya bitch   
17768,0,see jumbotron  jig
17769,1,girlfriend hate friend bitch 
17770,1,quick bitch text anoth nigga when shes mad
17771,1,hate peopl think mad sad caus talk nah chillin bitch
17772,1,im chill fuck ill still turn ur bitch ass
17773,1,coupl bad bitch doubl pop give told
17774,1,best twitter beef time lucia call barbara hoe ass cheat colleg bf pa 
17775,1,twitter jail pointless suppos tweet need instagram jail hoe shout shout 
17776,1,main bitch get kick curv lol
17777,1,sick ass goal ned 
17778,0,ok trash talk seen bama fan wish harm injuri toward lsu player
17779,1,sex bitch want neck bitch
17780,1,fina jealous bitch 
17781,1,crazi got know bitch felt betray judgment
17782,1,grown shit bird 
17783,1,bouta take shower fuck yo bitch
17784,1,naa though hoe fu fuck play
17785,1,call women bitch get
17786,1,ifshecantsuckthedickright slap forehead bitch need spankin disciplin ass  
17787,1,woke sore throat im cold nigger nigger terribl
17788,0,jihadi work accid seven taliban fighter includ top command kill roadsid bomb deton prematur  
17789,0,sell larger size condom sir  gallon trash bag wink secur escort 
17790,1,lol need halloween dress like ho know everyday anoth opportun
17791,1,sell pussi dirt togeth fell put blast even though 
17792,1,hoe bust ha knee cap  
17793,1,bro ask turn get pussi
17794,0,dearfuturehusband idea mani browni point get random play hair scratch 
17795,1,kincannon cri liber bitch cri like daddi left mt republican abt take control state legisl 
17796,1,kincannon femin noun pervert polit ideolog hate bitch fat get airplan seat gt
17797,0,boy went trick treat charli sheen dada jealous caus charli gave realli good candi cand 
17798,0,might better chanc put trash can
17799,1,sorri bitch take luck beat
17800,1,redneck written lol drunk use graviti get 
17801,1,dude favorit faggot smh
17802,1,never snapchat bishop screenshot son bitch
17803,1,tweet dont fw crayon ex gone subtweet say bitch nigga fw crayon anyway
17804,1,baffl peopl talk upmost trash someon turn around close smh peopl probabl 
17805,0,final warner bros make superhero film star woman person color actor identifi queer
17806,1,fuck retard question
17807,1,black man ask hey white boy like nigger well use word person said like st 
17808,1,black guy school ask color printer librari  man use printer 
17809,1,type eye make redneck women use nascara
17810,1,women complain chivalri dead yes congratul bitch kill femin
17811,1,give bitch ya heart rather purs
17812,1,justin beiber fucken gay cunt nv
17813,1,hell yea know wrong brotha love cave hoe damn much stopitnow
17814,1,asham singl life fuck nasti faggot ass white man
17815,1,captain save hoe jump convo save hoe lls
17816,1,vintagevixen lmao bummi bitch
17817,1,want leav said go eat pussi afraid go leav cat alon
17818,1,wow call bitch could see look like bradi told crowd ck bitch
17819,0,gwen stefani new singl trash hilari duff britney fergi give go rais kid judg 
17820,1,reason call jesus monkey knew color farrakhan thetim
17821,1,hoe excit still lil nigga 
17822,1,bout bitch women halloween
17823,1,bitch get away much behind social media account popular twitter instagram lame broke fuck 
17824,1, someon bring hoe front bae
17825,1,bitch ass
17826,1,tryna get bitch linkedin
17827,1,hi mom last night cunt slap text grandpa bypass sorri get back 
17828,1,worth pussi smell like reus soap anyway   
17829,1,allerg bullshit fuck boy basic bitch
17830,1,jesus never seen nigga get laugh got test back bitch
17831,1,jesus  went way home depot take sink pic hate hoe
17832,1,know name stori bio know hoe
17833,1,hoe realli loyal  
17834,1,yo hoe hit da time
17835,0,great stori realli like camel jockey camel race tra 
17836,1,dressin impress bitch nigga
17837,1,yo bitch gucci mane bitch stoner  
17838,1,urmagesti darkskin girl got juici pussi     
17839,1,fat hoe belli shirt die
17840,1,babi  sqquad  percent yo bitch  percent scrap 
17841,1,babi  sqquad fuck nigga bitch man use 
17842,1,bitch   grade talk miss bae   naw bitch miss graduat    
17843,1,yo hood prolli fuck yo hoe
17844,1,yung jay work diz music studio soon nicca
17845,1,trea hoe basic break barney style  
17846,1,wet pussi make dick slip  
17847,1,bitch like heart taken sinc   love babe bitch isnt today
17848,1,see ratchet hoe timelin
17849,1, fw friend bitch 
17850,1,qmg girl good pussi possess demon fact
17851,1, finna make power move wit bitch tax gone straight long wat told ha
17852,1,guess cool walk around ya titti see thru top shit hoe trippin
17853,1,see bitch walk around wear rihanna ima grab titti hoe dare get mad fight ab 
17854,1,real nigga handl anyth includ bitch nigga
17855,0,coincki dink
17856,1,girl wanna hoe around turn gone regret shit afterward
17857,1,right hell nahh bitch respect damn bodi wear shit public
17858,1,back get pregnant big deal bitch get pregnant like els new
17859,1,pussi nigga fuck chick stretch mark
17860,1,think sliden bitch slippen know truth knoww knoww knoww know knoww knoww 
17861,1,woman hear bitch
17862,1,deletin emoji nigga bitch contact name cos mean shit anymor 
17863,1,  lmfaoooooooooo lmaooo faggot ever wore tall tee took pant 
17864,1,hoe  iphon case pair panti
17865,1,one good girl worth thousand bitch                                                                             
17866,1, get downstair fuck pussi
17867,1, get downstair play im fifa bitch
17868,1,tell go hug one hoe actual
17869,1, meat forevea sell bitch     
17870,1,save dumb bitch
17871,1,well love stay chat total bitch
17872,0,day februari   waylon jen left us honki tonk sky dream dream ht
17873,1,person big booti bitch  
17874,1,cinco de way ho
17875,0,girl wear beani look cute stylish wear look like member drug cartel 
17876,1,wow dolphin ask marri kiss guy right front rude ass bitch
17877,0,great regular season ball bird
17878,1,doll biddin bitch famili
17879,1,gotta pretti perfect bodi smart funni tall know cook good sex hoe 
17880,1,nigga realli new bitter bitch
17881,1,lack  smh nigger ur music knowledg 
17882,1,nochil ever club flyer hoe
17883,0,die laugh russian wrestler mock gir man obama workout video
17884,0,worst tweet ever pr pro manag sound racist mock aid singl tweet
17885,0,low turnout report charli crist file emerg motion extend vote hour broward co
17886,0,richard grenel wapo greg sargent mock voter id prove point propon
17887,1,bitch tri funni get beat real quick
17888,1,stay shut hoe
17889,0,go slant pass outsid lineback situat
17890,1,cut hoe stop talkin owe new hoe  fym
17891,0,one day turkey nip belli readi stuf wet 
17892,1,hit blunt bruh tell go text hoe one hoe keep text
17893,1,shit bird
17894,1,shut hoe ass nigga
17895,1,sneak dissin hoe ass nigga
17896,1,bitch shutup
17897,1,lol man bitch shut fuck upppppp
17898,1,lol man bitch shutup salti lowkey
17899,1,lol tryna raw doe bitch
17900,1,man hoe heaven stay take day
17901,1,hell yea bitch
17902,1,suge knight deserv get shot nigga  kill fucksug karma bitch
17903,0,girl let dude treat like yellow starburst pink starburst
17904,1,one lmaooooooo never saw bitch deltron concert blood
17905,1,someon retweet bitch hate onto timelin
17906,1,big bitch back group girl known caboos fat
17907,1,hahaha ok got point would hella bitch screamin cryin ova nigga th 
17908,1,weddl   hate hoe alreadi      shit crack
17909,1,dad hoe fuck 
17910,1,nigga fufu bitch
17911,1,furi ow gone big lanki twat
17912,0,incas hillbilli tri roast  
17913,0,bird plane jake mcgee
17914,1,hoe need get much life fuckin hater go get
17915,1, twitter nigga care bout hairi pussi nigga fuck today gi 
17916,1,bd andrew bynum got trade waiv next day nigger keep job
17917,1,bd nigger color state mind
17918,1,bd somewher ghetto nigger get shot bbq
17919,1, interest ur child father aint shit look mirror dumb bitch 
17920,1,buy milk wic guy qtna   bitch gon breast feed wit nippl ring   
17921,0,psycholog warfar dhimmi defeat islam join forc take world trash 
17922,0,nation bird american bald eagl endang speci success stori
17923,0,republican want yank food stamp hungri may  prg 
17924,1,recent harvard studi conclud bitch fact trippin
17925,0,mila kuni heterochromia iridum give two differ color eye one eye green brown
17926,0,string attach box anim cracker origin put box could hung christma tree 
17927,1,see subtweet hoe
